Commentaire,star,long_com,mots_neg,trouve_int,trouve_exc,nb_pt,mot_maj,nb_maj,target
achete nombreuses choses belles livraison peu longue mois passe toujours recu articles decrit recemment quelques bourdes poussettes sans canopy lai renvoye sans paye frais port vu cetais faute remboursement peu long prevenus bien lieu autre vente mo nt oublie forcement nai pu commande vu ventes epuisement stock mont rembourse geste euros sans demande quoi globalement satisfaite site jai confiance service client reactif sympathique ,4,761,8,0,0,0,0,2,1
inadmissible facturer retour peut jamais savoir avance article convient exemple taille tshirt qualite ,1,156,1,1,0,1,0,1,0
devenu catastrophique lenteur livraison soucis livraison prix discutable limite publicite mensongere annonce promos realite prix normaux tres difficille joindre service reponse finalement personnel vexe remarques ,1,317,2,0,0,0,0,0,0
fuire nombreuses commande verte privee produits entretien toujours satisfaction voila depuis changement colis defectueux arrivent bien repouse toujours elisa presenter excuse moment donner excuse fiche aimerais bien recevoir colis heure cas arrete ventes narrivez tenir ,1,464,1,0,0,0,0,1,0
voleur ais commande albums photo jamais recus codes conclusion os merci voleur prive ,1,124,2,0,0,0,0,0,0
fais mesaventure achat table viens recevoir colis grand etonnement trouve colis leger effet partie table contacte vente privee cherche comprendre faut juste retourne colis impossible savoir chercher solution trouver solution retrouve sans table fetes noel prevu organiser premiere compte commander quelque chose aussi gros decu reste habits petites choses soucis contreje complete avis voila jours etre rembourse compte nouvelles part site simplement honte ,1,863,5,0,0,0,0,9,0
achete bon achat aubade cadeau valeur eur sauf precise condt ventes valable jusqu novembre facture va servir aller profiter bon achat coup perdu client perdu veepee aubade super terme strategie developpement commercial devrait enseigner ecoles commerce vois interet arnaquer clients pousser aller ailleurs surement sylvie ,1,522,4,0,0,0,0,10,0
arnaque lampadaire marque home made deco factory paye livraison eur total eur disant produit eur allant foir fouille decouvert produit marque carton sans promotion prix eur vente privee veepee ment prix attention vraie arnaque ,1,380,4,5,0,5,5,29,0
achat billetterie facture probleme technique reponse vepee sans appel probleme technique desole conditions vente permet rembourser vol autre mot vois facture deux euros retrouve coffret billetterie foot exemplaires honte ,1,371,8,3,0,3,0,5,0
mois delai prix superieures autres sites client depuis ans regrette debuts vente privee plusieurs raisons debut trouvait marques prestigieuses aujourd hui marques inconnues plupart temps presentees haut gamme notamment domaine habillement maison vendent desormais importe quoi lessive deo savon essuies glaces etc croit gifiles prix barres largement exageres gonfler pourcentage reduction petite recherche rapide permet trouver moins chers minutes lorsque marque vendue ailleurs web vendent marques inconnues delais livraison dementiels mois jamais clairement indiques commande validee rend compte recevra mois impossible annuler reponse toujours produits vente xxx receptionnes plateforme commande cours preparation logistique mesure annuler merci comprehension preparation pourquoi indique encore mois delai mettent carton cote attendant franchement vois interet site ,1,1376,6,2,6,8,1,15,0
rejoins team fuyez veepee viens raccrocher commerciale bien comprendre responsables clients commandent site veepee font attention apercoivent redirige site vendeur direct veepee voir vente personnellement mal croire yves saint laurent puisse vendre site veepee sans reverser commission veepee dire voir redirige site ysl proposait mascara euros euros site sephora code promo revenu pris tous petits echantillons permis decouvrir marque ysl emballee pris lots afin offrir memes motifs recu mascaras ok echantillons non seulement petits malheureux echantillons valeur euros tous casser honte veepee autorise ventes privees discount site degagement toute responsabilite ysl dit marque luxe voila conclusion faites attention filles fuyez derniere commande veepee besoin confiance site choisi etre tenter toutes applications tablette ordi portable desinstallees afin recevoir tentation bonne soiree ,1,1590,9,18,4,22,5,35,0
rejoins aussi avis negatifs sous couvert bugs informatiques statut commande non mis impossible renvoyer commande rembourser pourtant bugs appli empechent commander regles mn service client pitoyable gens robots disent probleme resolu journee mois dure bug attends eur cliente depuis presque ans arrete ,1,519,4,0,0,0,0,5,0
rejoins precedents avis indiquent service considerablement diminue qualite jusqu arriver point tres bonne cliente vente privee attends obtenir ultime remboursement veepee depuis presque semaines supprimerai definitivement compte plusieurs autres problemes similaires toujours parce font erreurs envoi commandes sav inexistant clients commande commandez depens deconseille ,1,592,3,7,0,7,1,7,0
commander deux meubles salle bain recu casser miles morceaux autre celui commander re commande celui bon vu vente toujours presente recu casse aussi renvoyer meubles mois bat veepee rembourse prevu toujours appelle jours responsable appelle encore veepee doit eurne commander bas passer chemin ,1,555,3,3,0,3,0,5,0
client fidele depuis annees passe nombreuses commandes vente privee sans aucun soucis celle passee mois derniere application supprimee telephone peux supprimerai egalement compte client passe commande matelas vente two days devait etre livre alentours novembre bien illusoire transporteur contacte rendez entre conges pose contacte dire passera sans blaguesss depuis veepee dit voir incompetent transporteur convenir autre rendez fais sauf derniers incompetents menteur attendant veepee cherche regler probleme propose aucune solution veut rembourser achat trop vouloir grandir societe ressemble ,1,1006,3,3,0,3,0,8,0
bonjour amie commander veste lacoste cadeaux fin annee recu deux paires bottes annee valeur veste vente privee veux effort lien entre personne recu colis recu sien peut rembourser minimum voila merci vente privee ,1,416,1,0,0,0,0,3,0
bonne cliente depuis annees rejoins autres commentaires quant declin site depuis environ an catastrophe commande reiteree ventes differentes jamais recu bonne jamais probleme auparavant faut souligner lamentable prix effectivement cher frais port parfois cher commande bref dommage commanderai ,1,477,6,2,0,2,0,2,0
site beaucoup change mal produits devenu qualite mediocre ceux grande marque attention lorsque prenez vpass plusieurs debit compte faut plusieurs semaines avant etre rembourse ,1,257,2,3,0,3,0,4,0
acheter monde agit remboursement connait personne ,1,100,2,0,0,0,0,1,0
anciennement bon client site moyenne deux trois commandes mois minimum site debut bien pouvait moins affaires prix correct service client top parle passe depuis pratiquement ans vraiment catastrophe prix interessants voir parfois cher magasin suffit recherches internet trouvez meilleur prix frais port gratuit qualite produits receptionnes rendez souvent produits defectueux presente defauts service client aussi receptif avant frais port augmenter choix points relais diminuer bref site veritable declin choix decide aller voir ailleurs deconseille fortement site veepee anciennement vente privee degradee tous points vue ,1,953,2,0,0,0,0,4,0
site baisse depuis qqes tps cliente fidele remarque prix svt decevants achats sav nul repondant questions resolvant pbsdesormais vais eviter ,2,214,1,1,0,1,1,3,0
cliente reguliere site va arreter viens effectuer dernier achat adresse occasion fete bon achat eur valable eur achat voulais profiter fille besoin pantalons vente camaieu clique valider bon remonte codes avantages mieux disait deja enregistre apparaissait signale probleme repond font remonter anomalie demande copie bon depuis semaine malgre relances part non seulement lesee dessus marche manque siderant service client part site compte bien arroser reseaux sociaux nombreux contacts mesaventure trouve site degrade vitesse grand ,1,933,7,0,0,0,0,8,0
